Org;Type_Org;Date_demande;Type_data;Data_pairing;Title;Technical_instruction;Decision;Date_Decision;Status;Inclusion;Exclusion_reason;Specialty;Study_design;Disease or event
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;22  03  19;Dossiers Medicaux;;Prise en charge th‚rapeutique des patients de 80 ans et plus trait‚s par chimioth‚rapie pour un cancer de la prostate r‚sistant … la castration m‚tastatique au cours des dix derniŠres ann‚es.;;;;MR004;0;EHR without pairing with national database;;;
Industriel de sant‚;;14  06  19;PMSI national;;R‚-hospitalisations pour exacerbation de la bronchopneumopathie chronique obstructive (BPCO), 2016-2017;;;;MR006;1;;Pneumology;Longitudinal study;COPD
Association loi 1901;Recherche priv‚e;mars-18;Extraction SNDS;Oui;Renforcer le registre exhaustif, prospectif de l'implantation de bio-prothŠses aortiques r‚alis‚es en France par voie percutan‚e pour le traitement du r‚tr‚cissement aortique d‚g‚n‚ratif s‚vŠre France TAVI, grƒce … un appariement avec les donn‚es contenues dans le SNDS.;Oui;Oui;avr-18;INDS;1;;Cardiology;Longitudinal study;Medical device
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;21  03  19;Dossiers Medicaux;;Infection par le VHE au cours de l?allogreffe : suivi r‚trospectif s‚rologique et mol‚culaire d?une cohorte de 250 patients;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;21  03  19;Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;Efficacit‚ et tol‚rance du Tocilizumabutilis‚ hors AMM au cours des maladies auto-immunes (tude TociMAI);;;;MR004;0;Survey or cohort without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;20  03  19;Dossiers Medicaux;;Accidents isch‚miques c‚r‚braux avec d‚ficit neurologique mineur et occlusion art‚rielle proximale:  pronostic fonctionnel en fonction du traitement de reperfusion (MINOR-STROKE);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;20  03  19;Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;EFICace - Evaluation of a French language patient information material on differentiated thyroid cancer;;;;MR004;0;Survey or cohort without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;19  03  19;Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;APROPOS - A propos des mots employ‚s au quotidien dans une unit‚ de soins palliatifs;;;;MR004;0;Survey or cohort without pairing with national data;;;
Universit‚ / Ecole;;19  03  19;Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;En quoi la proposition de vaccination anti HPV peut-elle faire ‚voquer la sexualit‚/l?intimit‚ ? Cela peut-il ˆtre, pour les parents, un frein … la vaccination ?;;;;MR004;0;Survey or cohort without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  09  18;PMSI national;;Reprises chirurgicales aprŠs une chirurgie bariatrique;;;;MR005;1;;Gastroenterology;Longitudinal study;Obesity
Association loi 1901;Recherche publique;mai-18;PMSI seul;Non;R‚seaux de sant‚ en p‚rinatalit‚ : demande d'autorisation unique d'accŠs aux bases nationales du PMSI avec chaŒnage. Dossier type.;Oui;Oui;mai-18;INDS;0;Double;Pediatry;Longitudinal study;perinatality
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;15  03  19;Autres donn‚es;;Breast carcinoma detection in ex-vivo fresh breast surgical specimens using the Histolog Scanner, slide-free confocal microscopy scanner;;;;MR004;0;Ad hoc data without pairing with national data;;;
CHU;Recherche publique;avr-19;Extraction SNDS;Oui;Respire - Risque d'aspergillose pulmonaire chronique associ‚e … l'utilisation de coricost‚roides inhal‚s;Oui;Oui;mai-19;INDS;1;;Pneumology;Longitudinal study;Infectiology
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;13  03  19;Dossiers Medicaux;;Descriptif de la population hospitalis‚e dans les 10 Unit‚s pour Malades Difficiles de France.;;;;MR004;0;EHR without pairing with national database;;;
Industriel de sant‚;;13  03  19;Dossiers Medicaux;;Etude clinique de surveillance post-commercialisation des cages intersomatiques lombaires post‚rieures P.I.C;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;13  03  19;Dossiers Medicaux;;Impact de l'ouverture des structure de soins non programm‚es sur les profils des patients consultant au SAU;;;;MR004;0;EHR without pairing with national database;;;
Industriel de sant‚;;11  03  19;Dossiers Medicaux;;Observation des pratiques en vie r‚elle : sch‚mas th‚rapeutiques, r‚sultats cliniques et tests T790M chez les patients atteints d?un cancer bronchique non … petites cellules localement avanc‚ avec mutation de l?EGFR ayant re‡u une premiŠre ligne de traite;;;;MR004;0;EHR without pairing with national database;;;
MinistŠre;MinistŠre/Agences;janv-18;Extraction SNDS;Non;Revue retrospcetive monocentique;Oui;Oui;fevrier 2018;INDS;1;;Unknown;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;08  03  19;Dossiers Medicaux;;Observation du microbiote intestinal avant et aprŠs une prise de l'antibiotique Flagyl chez des enfants souffrant de troubles gastrointestinaux (gaz, diarrh‚es);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;08  03  19;Dossiers Medicaux;;Observation du microbiote intestinal avant et aprŠs une prise de l'antibiotique Flagyl chez des enfants souffrant de troubles gastrointestinaux (gaz, diarrh‚es);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;08  03  19;Dossiers Medicaux;;Relation entre charge tumorale, pronostic et lat‚ralit‚ dans les cancers colo rectaux m‚tastatiques, une revue de 300 patients;;;;MR004;0;EHR without pairing with national database;;;
Autre;;08  03  19;Autres donn‚es;;tude de l?association entre exposition aux ‚crans et niveau de langage chez des enfants de 4 ans dans le d‚partement de l?Essonne;;;;MR004;0;Ad hoc data without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;07  03  19;Dossiers Medicaux;;REGISTRE EPILEPSIE TUMORALE;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;06  03  19;Dossiers Medicaux, Autres donn‚es;;Analyse texturale en TEP au FDG des cancers pulmonaires non … petites cellules de stade localement avanc‚ : valeur pronostique de l'entropie GLCM;;;;MR004;0;EHR with ad hoc data without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;06  03  19;Dossiers Medicaux;;HYPNOSis program efficiency in a twelve weeks hOMe care intervention to manage chronic pain in elderly women: a pilot study;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;05  03  19;Dossiers Medicaux, Autres donn‚es;;GROSS-HIST : Quantification des principales histones circulantes au cours de la grossesse normale et des grossesses avec complications m‚di‚es par le placenta;;;;MR004;0;EHR with ad hoc data without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;29  03  19;PMSI national;;RIN-PM Complications … distance d?une ablation de la voie lente du n?ud auriculo-ventriculaire : implantation de stimulateur cardiaque;;;;MR005;1;;Cardiology;Longitudinal study;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;05  03  19;Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;Exposition aux ‚crans des enfants de 0 … 36 mois : ‚valuation de l?impact d?une intervention brŠve donn‚e aux parents et … leur enfant par un m‚decin g‚n‚raliste.;;;;MR004;0;Survey or cohort without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;05  03  19;Dossiers Medicaux;;Etude observationnelle: Comparaison de l?efficacit‚ et de la toxicit‚ de l?OXALIPLATINE et du CARBOPLATINE dans le traitement du Lymphome B diffus … grandes cellules r‚fractaire;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;05  03  19;Dossiers Medicaux;;Les caract‚ristiques des patients VHC + perdus de vue ramen‚s dans le systŠme de soin (Perdus de vue);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  03  19;Dossiers Medicaux, Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;Fr‚quence et impact pronostique des calcifications intra-tumorales dans les ad‚nocarcinomes nasosinusiens : une ‚tude r‚trospective.;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  03  19;Dossiers Medicaux;;Place du TEP Scanner dans la prise en charge des tumeurs de vessie infiltrantes (TEP-vessie);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  03  19;Dossiers Medicaux;;PRonostic de l'INflammation dans les CancErS du Sein triples nEgatifs (Etude PRINCESSE);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  03  19;Dossiers Medicaux;;Pr‚diction de la toxicit‚ s‚vŠre des th‚rapies cibl‚es chez les patients ƒg‚s atteints de cancers (Etude PRETOXE-retro);;;;MR004;0;EHR without pairing with national database;;;
Association / Collectivit‚ territoriale;;04  03  19;Dossiers Medicaux;;Recherche HUMANIS : ‚tude de la voie hum‚rale comme voie d?accŠs pour les actes de radiologie interventionnelle.;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  03  19;Dossiers Medicaux;;Caract‚ristiques mol‚culaires et prise en charge des carcinomes thyro‹diens sur struma ovarii : ‚laboration des recommandations consensuelles du r‚seau des tumeurs malignes rares gyn‚cologiques.;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  03  19;Dossiers Medicaux;;A retrospective Study to Determine the  incidence of NTRK fusions in Subjects with Locally advanced/unresectable or Metastatic Solid Tumors with NTRK Fusions and related treatment outcomes (‚tude NTRK);;;;MR004;0;EHR without pairing with national database;;;
Universit‚ / Ecole;;04  03  19;Dossiers Medicaux, Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;Analyse des facteurs d‚terminants de consultation spontan‚e aux urgences, chez les patients ayant d‚j… consult‚ un m‚decin g‚n‚raliste pour le mˆme motif;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;02  03  19;Dossiers Medicaux;;Evolution … long terme du r‚siduel aprŠs ex‚rŠse chirurgicale des fibromes naso-pharyng‚s : une ‚tude r‚trospective multicentrique.;;;;MR004;0;EHR without pairing with national database;;;
Association / Collectivit‚ territoriale;;01  03  19;Autres donn‚es;;IMKREASE;;;;MR004;0;Ad hoc data without pairing with national data;;;
Association / Collectivit‚ territoriale;;01  03  19;Dossiers Medicaux;;INTUBE;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;01  03  19;Dossiers Medicaux;;AKI-LEPTO;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;01  03  19;Dossiers Medicaux;;Amplification du gŠne MDM2 et gŠne de fusion SS18-SSX dans un sarcome peu diff‚renci‚ : une conjonction rare mais d‚routante;;;;MR004;0;EHR without pairing with national database;;;
Association / Collectivit‚ territoriale;;01  03  19;Dossiers Medicaux, Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;Enquˆte Arrˆts de travail et maintien dans l'emploi;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;28  02  19;Dossiers Medicaux;;Analyse des posologies des Anticoagulants Oraux Directs prescrits chez le sujet de 80 ans et plus dans le cadre d?une Fibrillation Atriale Non Valvulaire;;;;MR004;0;EHR without pairing with national database;;;
Autre;;28  02  19;Dossiers Medicaux, Autres donn‚es;;‚pidemiologies des arrets cardio-respiratoires en Meurthe et Moselle pris en charge par les Sapeurs-Pompiers;;;;MR004;0;EHR with ad hoc data without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;27  02  19;Dossiers Medicaux;;MIIST : Pr‚valence et facteurs de risques d?Infections Sexuellement Transmissibles dans la population de MIgrants consultant au CeGIDD;;;;MR004;0;EHR without pairing with national database;;;
Universit‚ / Ecole;;25  02  19;Enquˆte / Cohorte / Registre n'incluant pas des donn‚es du SNDS;;L?annonce d?une pathologie grave : exp‚riences de patients et de m‚decins;;;;MR004;0;Survey or cohort without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;22  02  19;Dossiers Medicaux;;DISCO : Evaluation de la prise en charge et du devenir des patientes atteintes d?un carcinome … petites cellules hypercalc‚miant de l?ovaire inscrites dans l?Observatoire du R‚seau des Tumeurs Malignes Rares Gyn‚cologiques (TMRG);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;22  02  19;Dossiers Medicaux;;Etude r‚trospective sur le parcours et le devenir d?enfants c‚r‚brol‚s‚s pris en charge en centre expert de r‚habilitation des bless‚s de l?enc‚phale (PDEC);;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;22  02  19;Dossiers Medicaux;;Analyses r‚trospectives de la performance de sujets atteints du syndrome des jambes sans repos;;;;MR004;0;EHR without pairing with national database;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;22  02  19;Dossiers Medicaux, Autres donn‚es;;Risque d'AVC chez les enfants et adolescents atteints d'un syndrome dr‚panocytaire majeur en Guyane;;;;MR004;0;EHR with ad hoc data without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;22  02  19;Dossiers Medicaux;;CHIRURGIE DE LA CATARACTE CHEZ LE PATIENT MONOPHTALME;;;;MR004;0;EHR without pairing with national database;;;
CHU;Recherche publique;oct-18;Extraction SNDS;Non;Risques locaux et syst‚miques aprŠs injection intravitr‚enne, une ‚tude nationale fran‡aise;Oui;Oui;janv-19;INDS;1;;Ophtalmology;Longitudinal study;
CLCC;Recherche publique;sept-18;Extraction SNDS;oui;R“le de la chirurgie dans le cancer de l'ovaire avanc‚;Oui;Oui;janv-19;INDS;1;;Gynecology;Longitudinal study;Oncology
Association loi 1901;Recherche publique;nov-18;PMSI seul;Non;RSP-AU R‚seaux de sant‚ en p‚rinatalit‚ : demande d?autorisation unique pour l?accŠs aux bases nationales du PMSI avec chaŒnage -Dossier type;Oui;Oui;decembre 2018;INDS;1;;Pediatry;Longitudinal study;perinatality
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;20  02  19;Autres donn‚es;;Evaluation du programme pr‚vention active senior;;;;MR004;0;Ad hoc data without pairing with national data;;;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;19  02  19;Dossiers Medicaux, Autres donn‚es;;Evaluation de l?utilisation du capteur frontal de SpO2 en secours en montagne h‚liport‚, en p‚riode hivernale;;;;MR004;0;EHR with ad hoc data without pairing with national data;;;
